Order Date,Ship Date,Work,Order #,Product,Fulfilment Country,Destination Country,Destination State,Status,Quantity,Retail Price (USD),Manufacturing Price (USD),Artist Margin (USD)
 9 Jan 21,19 Jan 21,Mihrap - Osman,42650848,Canvas Print,Germany,Germany,NW,paid,1,169.73,105.06,64.67
 9 Jan 21,13 Jan 21,Hill Women - Amrita Sher-Gil,42632917,Sticker,United States,United States,CA,paid,1,2.90,2.01,0.89
 8 Jan 21,11 Jan 21,Queen Victoria Coronation - Memeified,42622573,Photographic Print,United States,United States,GA,paid,1,16.40,5.92,10.48
 8 Jan 21,10 Jan 21,I Walk Like This Because I Can Back It up.,42622573,Racerback Tank Top,United States,United States,GA,paid,1,22.36,15.60,6.76
 8 Jan 21,10 Jan 21,Queen Victoria Coronation - Memeified,42622573,Racerback Tank Top,United States,United States,GA,paid,1,22.36,15.60,6.76
 8 Jan 21,12 Jan 21,Salome,42622573,Sticker,United States,United States,GA,paid,1,2.52,1.73,0.79
 8 Jan 21,12 Jan 21,Spanish Woman,42622573,Sticker,United States,United States,GA,paid,2,5.04,3.46,1.58
 8 Jan 21,10 Jan 21,The Priestess of Bacchus - James Collier,42622573,Racerback Tank Top,United States,United States,GA,paid,1,22.36,15.60,6.76
 8 Jan 21,12 Jan 21,We are the ones who don&#39;t slow down at all,42622573,Sticker,United States,United States,GA,paid,1,2.52,1.73,0.79
 8 Jan 21,10 Jan 21,Haitian Empress Adélina Lévêque,42622573,Relaxed Fit T-Shirt,United States,United States,GA,paid,1,22.77,17.23,5.54
 8 Jan 21,10 Jan 21,Trop Glam Pour S’en Foutre,42622573,Relaxed Fit T-Shirt,United States,United States,GA,paid,1,22.77,17.23,5.54
 8 Jan 21,26 Jan 21,Chinese Girl - Vladimir Tretchikoff,42613967,Jigsaw Puzzle,United States,United Kingdom,none,paid,1,48.70,29.82,18.88
 7 Jan 21, 8 Jan 21,Joan of Arc-Ready To Fight- Memeified,42577890,Sticker,United Kingdom,United Kingdom,SCOTLAND,paid,1,1.50,1.08,0.42
 5 Jan 21, 6 Jan 21, Salome - Jean Benner,42537783,Sticker,Netherlands,Germany,Niedersachsen,paid,4,11.32,7.98,3.34
 5 Jan 21, 6 Jan 21, Salome - Jean Benner,42537783,Photographic Print,United Kingdom,Germany,Niedersachsen,paid,1,68.08,24.19,43.89
 5 Jan 21, 7 Jan 21,Zulu Girl - Vladimir Tretchikoff,42531162,Zipper Pouch,Australia,Australia,QLD,paid,1,16.29,11.35,4.94
 5 Jan 21, 8 Jan 21,Jeanne D&#39; Arc,42530446,Poster,Netherlands,Sweden,Stockholm,paid,1,15.51,10.93,4.58
 4 Jan 21,12 Jan 21,Ndebele Girl - Vladimir Tretchikoff,42518555,Throw Pillow,Germany,Germany,N/A,paid,1,40.44,22.02,18.42
 4 Jan 21, 6 Jan 21,Moses and his Ethiopian Wife - Jacob Jordaens,42517914,Art Board Print,United States,United States,FL,paid,1,21.99,7.58,14.41
 3 Jan 21, 5 Jan 21,Portrait Meme,42487065,Photographic Print,United Kingdom,Finland,none,paid,1,25.50,9.06,16.44
 3 Jan 21, 8 Jan 21,Utagawa Kuniyoshi - Ukiyo-e,42479530,Poster,United Kingdom,United Kingdom,England,paid,1,19.42,13.65,5.77
 2 Jan 21, 4 Jan 21,Portrait of an African Man - Jan Mostaert,42445636,Art Print,United States,United States,NJ,paid,1,49.29,23.81,25.48
 2 Jan 21, 4 Jan 21,The Lord is My Shepherd - Eastman Johnson,42445636,Art Print,United States,United States,NJ,paid,1,34.00,16.42,17.58
 1 Jan 21, 6 Jan 21,Portrait of Betsy - François Fleischbein ,42430777,Art Board Print,United States,United States,NJ,paid,1,57.27,22.07,35.20
 1 Jan 21, 4 Jan 21,Laundress - Robert Henri,42429093,Photographic Print,United States,United States,MD,paid,1,34.70,12.27,22.43
